Date,HM-B.ST,ITX.MC,MC.PA,TPR
2020-05-15,96.12055969238281,18.323184967041016,299.49517822265625,10.747315406799316
2020-05-18,103.49285888671875,19.188720703125,317.4513244628906,11.795619010925293
2020-05-19,105.17567443847656,18.829444885253906,324.20751953125,11.328726768493652
2020-05-20,102.97199249267578,19.066240310668945,328.061767578125,11.681099891662598
2020-05-21,102.97199249267578,19.009082794189453,326.3386535644531,12.54440689086914
2020-05-22,103.57300567626953,18.902929306030273,322.21240234375,12.315364837646484
2020-05-25,105.13560485839844,19.22954750061035,328.2431335449219,12.315364837646484
2020-05-26,107.4594955444336,19.458175659179688,331.371826171875,12.993680000305176
2020-05-27,114.71160888671875,19.997095108032227,339.034912109375,13.548664093017578
2020-05-28,117.3159408569336,20.699321746826172,350.7789611816406,12.324174880981445
2020-05-29,113.91024780273438,20.454360961914062,340.07781982421875,11.98061466217041
2020-06-01,118.59809875488281,20.55234146118164,343.61456298828125,12.500360488891602
2020-06-02,123.32598876953125,21.017772674560547,349.1011962890625,12.77344799041748
2020-06-03,125.97039794921875,21.83431625366211,356.8096923828125,13.82175064086914
2020-06-04,125.44955444335938,21.45054054260254,353.7262878417969,14.482447624206543
2020-06-05,134.8251953125,21.964962005615234,366.6038513183594,15.248851776123047
2020-06-08,133.02218627929688,21.48320198059082,359.2128601074219,15.839078903198242
2020-06-09,127.97377014160156,20.968780517578125,358.4873352050781,14.579349517822266
2020-06-10,124.52799224853516,21.368886947631836,361.29864501953125,13.636757850646973
2020-06-11,115.8735580444336,20.2420597076416,340.1684875488281,12.438695907592773
2020-06-12,115.27255249023438,19.93177032470703,343.8412780761719,12.755827903747559
2020-06-15,115.6732177734375,19.53166961669922,336.85845947265625,12.500360488891602
2020-06-16,118.87857818603516,20.21756362915039,341.71014404296875,13.20510482788086
2020-06-17,117.3159408569336,20.487022399902344,343.8412780761719,12.526788711547852
2020-06-18,115.512939453125,20.20939826965332,342.16363525390625,12.315364837646484
2020-06-19,115.512939453125,20.372705459594727,344.657470703125,11.918947219848633
2020-06-22,112.18740844726562,19.988929748535156,343.61456298828125,12.077516555786133
2020-06-23,116.31427764892578,20.005260467529297,354.2703552246094,12.139179229736328
2020-06-24,113.66987609863281,19.588821411132812,345.8365173339844,11.275874137878418
2020-06-25,116.23413848876953,19.596994400024414,348.1036376953125,11.099688529968262
2020-06-26,109.82342529296875,19.39285659790039,351.5951843261719,11.05564022064209
2020-06-29,108.58136749267578,19.52350425720215,353.2275085449219,11.760380744934082
2020-06-30,108.1806869506836,19.245878219604492,354.1343688964844,11.69871711730957
2020-07-01,108.74163055419922,19.180557250976562,355.1319885253906,11.425630569458008
2020-07-02,112.78840637207031,19.866453170776367,364.4273986816406,11.46086597442627
2020-07-03,113.389404296875,19.596994400024414,359.7570495605469,11.46086597442627
2020-07-06,114.23078918457031,19.923608779907227,366.37713623046875,11.610623359680176
2020-07-07,112.22746276855469,19.474510192871094,367.51812744140625,11.143732070922852
2020-07-08,110.50457763671875,19.066240310668945,364.9167785644531,11.452054977416992
2020-07-09,109.42277526855469,18.92742919921875,365.9664611816406,10.870643615722656
2020-07-10,110.30425262451172,18.8865966796875,365.7382507324219,11.117303848266602
2020-07-13,112.18740844726562,19.066240310668945,372.7208251953125,11.363964080810547
2020-07-14,108.58136749267578,18.592647552490234,369.3436279296875,11.425630569458008
2020-07-15,111.7867202758789,18.97641944885254,376.0979309082031,12.350605010986328
2020-07-16,109.74329376220703,18.780452728271484,372.5382080078125,12.3682222366333
2020-07-17,108.54129791259766,18.77228355407715,374.4549865722656,12.03347110748291
2020-07-20,107.98036193847656,18.77228355407715,376.78253173828125,11.557768821716309
2020-07-21,109.7032470703125,19.237714767456055,374.1811828613281,12.024659156799316
2020-07-22,108.50122833251953,18.780452728271484,368.75030517578125,12.068706512451172
2020-07-23,109.14229583740234,18.780452728271484,368.3851623535156,12.218461990356445
2020-07-24,108.1806869506836,18.682464599609375,364.27789306640625,11.86609172821045
2020-07-27,108.3009033203125,18.7396240234375,366.37713623046875,12.024659156799316
2020-07-28,109.34263610839844,19.115234375,351.4537658691406,11.901331901550293
2020-07-29,111.02545928955078,19.245878219604492,353.37054443359375,12.218461990356445
2020-07-30,106.21742248535156,18.551815032958984,341.23095703125,11.71633529663086
2020-07-31,108.86184692382812,18.388507843017578,334.7504577636719,11.769190788269043
2020-08-03,108.90190124511719,18.339515686035156,339.8161926269531,11.751572608947754
2020-08-04,110.0237808227539,18.339515686035156,339.2228698730469,11.69871711730957
2020-08-05,113.34932708740234,18.5191593170166,343.2846984863281,12.103943824768066
2020-08-06,111.14566040039062,18.27419662475586,341.36785888671875,12.35941219329834
2020-08-07,110.82511901855469,18.404842376708984,341.36785888671875,12.782258033752441
2020-08-10,115.8735580444336,18.52732276916504,339.13165283203125,13.592711448669434
2020-08-11,120.84186553955078,19.384693145751953,349.3087463378906,13.680802345275879
2020-08-12,118.59809875488281,19.645984649658203,357.06719970703125,13.74246883392334
2020-08-13,119.55970764160156,19.678646087646484,357.06719970703125,13.592711448669434
2020-08-14,115.23247528076172,19.3356990814209,352.36651611328125,14.033173561096191
2020-08-17,115.1924057006836,19.35202980041504,353.9181823730469,13.94508171081543
2020-08-18,112.5079116821289,19.017248153686523,352.36651611328125,13.504619598388672
2020-08-19,113.46952819824219,19.00091552734375,353.4161682128906,13.284385681152344
2020-08-20,110.98538208007812,18.7396240234375,349.9020690917969,12.650116920471191
2020-08-21,110.82511901855469,18.919261932373047,351.8188171386719,12.808686256408691
2020-08-24,114.9920654296875,19.34386444091797,359.1208801269531,13.504619598388672
2020-08-25,114.9920654296875,19.360193252563477,362.4067077636719,13.161054611206055
2020-08-26,114.47120666503906,19.564327239990234,367.83758544921875,13.081770896911621
2020-08-27,113.9503402709961,19.605159759521484,366.0120849609375,13.117010116577148
2020-08-28,112.58807373046875,19.637819290161133,361.7677917480469,13.108200073242188
2020-08-31,110.50457763671875,19.22954750061035,358.52752685546875,12.976058959960938
2020-09-01,108.42111206054688,18.984586715698242,362.0873107910156,12.993680000305176
2020-09-02,109.30255889892578,19.180557250976562,371.7167053222656,12.976058959960938
2020-09-03,111.265869140625,19.3356990814209,372.766357421875,12.958444595336914
2020-09-04,110.26417541503906,18.813112258911133,367.7007141113281,12.82630443572998
2020-09-07,113.9503402709961,18.8865966796875,373.13153076171875,12.82630443572998
2020-09-08,115.23247528076172,18.813112258911133,369.11541748046875,13.213912010192871
2020-09-09,113.14900970458984,18.641637802124023,368.7958984375,12.843920707702637
2020-09-10,114.55133056640625,18.984586715698242,369.06976318359375,13.918654441833496
2020-09-11,114.59141540527344,18.984586715698242,380.2509460449219,14.226981163024902
2020-09-14,114.39107513427734,18.543655395507812,383.58245849609375,15.43385124206543
2020-09-15,126.7316665649414,19.499008178710938,387.0052795410156,14.834815979003906
2020-09-16,128.6549072265625,21.074932098388672,388.9677429199219,15.944791793823242
2020-09-17,128.6549072265625,20.789138793945312,383.3542785644531,15.50432300567627
2020-09-18,126.49129486083984,20.29105567932129,377.7409362792969,15.292899131774902
2020-09-21,119.55970764160156,19.850120544433594,361.03759765625,14.544114112854004
2020-09-22,119.19910430908203,19.556163787841797,356.9302062988281,14.641016960144043
2020-09-23,120.04049682617188,19.792964935302734,365.19061279296875,14.614585876464844
2020-09-24,117.47624969482422,19.172391891479492,366.7421875,14.394353866577148
2020-09-25,117.95704650878906,19.123395919799805,365.2818603515625,14.411975860595703
2020-09-28,122.28424072265625,19.588821411132812,370.4844970703125,14.6057767868042
2020-09-29,123.44622039794922,19.54800033569336,374.1811828613281,13.654374122619629
2020-09-30,124.00712585449219,19.433683395385742,364.55169677734375,13.768898010253906
2020-10-01,131.53970336914062,19.84195327758789,373.9530334472656,14.006744384765625
2020-10-02,129.6565704345703,19.678646087646484,372.08184814453125,14.226981163024902
2020-10-05,128.6549072265625,19.850120544433594,376.5542907714844,14.949335098266602
2020-10-06,130.89865112304688,19.93177032470703,375.3221130371094,14.826009750366211
2020-10-07,131.5797882080078,19.784793853759766,374.911376953125,15.742175102233887
2020-10-08,131.29931640625,19.743967056274414,371.6711730957031,16.446916580200195
2020-10-09,129.69664001464844,19.80929183959961,375.9610595703125,16.579055786132812
2020-10-12,128.33433532714844,19.784793853759766,381.7569885253906,16.91381072998047
2020-10-13,126.05056762695312,19.703142166137695,380.38787841796875,16.667146682739258
2020-10-14,126.9720458984375,19.629655838012695,376.23486328125,16.737621307373047
2020-10-15,122.84518432617188,19.16422462463379,367.83758544921875,17.21332359313965
2020-10-16,124.00712585449219,19.188720703125,394.8548889160156,17.204513549804688
2020-10-19,125.89029693603516,19.499008178710938,394.58111572265625,17.67140769958496
2020-10-20,127.13236236572266,19.596994400024414,392.6643371582031,18.04138946533203
2020-10-21,124.32766723632812,19.572492599487305,390.4736328125,18.04138946533203
2020-10-22,126.771728515625,19.507171630859375,389.92608642578125,19.24826431274414
2020-10-23,126.65156555175781,19.75213623046875,390.6562805175781,18.878276824951172
2020-10-26,123.00547790527344,19.21321678161621,384.95159912109375,18.737327575683594
2020-10-27,118.95868682861328,18.470165252685547,382.3045959472656,18.869468688964844
2020-10-28,114.27088165283203,17.82509422302246,367.0617370605469,18.772565841674805
2020-10-29,114.03046417236328,18.02756118774414,368.5677490234375,20.023481369018555
2020-10-30,115.8735580444336,17.87571144104004,367.1986083984375,19.5830135345459
2020-11-02,115.07220458984375,18.044429779052734,370.2563171386719,20.816314697265625
2020-11-03,119.71996307373047,18.736173629760742,373.2684326171875,21.195110321044922
2020-11-04,118.998779296875,19.0651798248291,384.99725341796875,21.001312255859375
2020-11-05,123.44622039794922,19.596641540527344,398.6427917480469,21.767717361450195
2020-11-06,123.68658447265625,19.596641540527344,397.501953125,21.42415428161621
2020-11-09,135.90699768066406,22.34674835205078,427.94207763671875,21.96152114868164
2020-11-10,140.23426818847656,23.004749298095703,432.6427307128906,22.904109954833984
2020-11-11,137.75009155273438,22.633573532104492,444.8735656738281,22.322702407836914
2020-11-12,134.66494750976562,22.26239013671875,431.5930480957031,22.269845962524414
2020-11-13,134.98548889160156,22.498598098754883,428.7635192871094,23.203628540039062
2020-11-16,138.99215698242188,23.22408676147461,435.6547546386719,24.040512084960938
2020-11-17,137.46961975097656,22.928829193115234,433.5554504394531,25.071197509765625
2020-11-18,139.71337890625,23.05536651611328,443.73260498046875,24.64834976196289
2020-11-19,138.63156127929688,22.75167465209961,446.01446533203125,25.018341064453125
2020-11-20,140.5146942138672,22.979442596435547,449.57421875,25.071197509765625
2020-11-23,141.2359161376953,22.937267303466797,449.52850341796875,25.432374954223633
2020-11-24,150.69168090820312,23.603700637817383,451.6734619140625,26.533536911010742
2020-11-25,149.04896545410156,23.70493507385254,451.08026123046875,26.15473747253418
2020-11-26,148.12741088867188,23.629009246826172,452.4949645996094,26.15473747253418
2020-11-27,146.364501953125,23.856779098510742,452.72314453125,25.54689598083496
2020-11-30,145.52308654785156,23.494033813476562,440.76617431640625,24.947860717773438
2020-12-01,148.84861755371094,23.47716522216797,455.2934265136719,24.983102798461914
2020-12-02,147.6065673828125,23.553085327148438,456.30157470703125,25.08881378173828
2020-12-03,149.16915893554688,23.3253173828125,456.43902587890625,25.78474998474121
2020-12-04,150.53146362304688,23.401241302490234,451.16888427734375,25.85521697998047
2020-12-07,151.05230712890625,23.28313636779785,452.4979553222656,26.19878387451172
2020-12-08,149.8502960205078,22.675748825073242,453.1853332519531,25.98736000061035
2020-12-09,149.32943725585938,22.895084381103516,456.43902587890625,26.101884841918945
2020-12-10,149.16915893554688,22.5407772064209,459.1886901855469,26.09307289123535
2020-12-11,145.8035430908203,22.27082633972168,458.63873291015625,25.837602615356445
2020-12-14,146.64495849609375,23.156599044799805,466.7043762207031,25.573322296142578
2020-12-15,142.39785766601562,22.582956314086914,464.8713073730469,26.18116569519043
2020-12-16,142.15745544433594,22.40580177307129,462.85479736328125,26.137115478515625
2020-12-17,142.51805114746094,22.397363662719727,460.93011474609375,26.27806282043457
2020-12-18,139.2726287841797,22.068361282348633,457.8597106933594,25.423564910888672
2020-12-21,135.42620849609375,21.359745025634766,449.2900390625,25.872840881347656
2020-12-22,137.5096893310547,21.730928421020508,451.2147521972656,26.57758140563965
2020-12-23,138.23089599609375,21.823720932006836,454.6976623535156,26.885908126831055
2020-12-24,138.23089599609375,21.891210556030273,455.0184631347656,27.17660903930664
2020-12-28,138.23089599609375,22.211774826049805,461.9383544921875,27.185422897338867
2020-12-29,139.47296142578125,22.237085342407227,470.0038757324219,26.52472686767578
2020-12-30,137.83023071289062,22.26239013671875,470.2789001464844,27.705169677734375
2020-12-31,137.83023071289062,21.96713638305664,468.2624816894531,27.379228591918945
2021-01-04,137.0288848876953,21.798416137695312,469.3623046875,28.81513786315918
2021-01-05,136.86863708496094,21.72249412536621,463.95477294921875,28.64776039123535
2021-01-06,136.86863708496094,22.27082633972168,460.38018798828125,30.233427047729492
2021-01-07,142.15745544433594,22.12741470336914,472.2951965332031,30.717939376831055
2021-01-08,142.59817504882812,22.5407772064209,481.4607238769531,30.154146194458008
2021-01-11,140.8352508544922,22.118980407714844,478.8027648925781,30.44485092163086
2021-01-12,142.15745544433594,22.026185989379883,472.7535705566406,31.131975173950195
2021-01-13,140.8352508544922,21.7477970123291,469.3623046875,29.977964401245117
2021-01-14,143.96044921875,22.20334243774414,465.6045227050781,30.004390716552734
2021-01-15,144.28099060058594,21.984006881713867,452.7270812988281,29.616779327392578
2021-01-18,147.84693908691406,22.102109909057617,457.95135498046875,29.616779327392578
2021-01-19,146.9254150390625,21.899646759033203,450.0690612792969,29.370121002197266
2021-01-20,147.4462890625,22.076801300048828,465.3295593261719,29.678443908691406
2021-01-21,147.76681518554688,21.916519165039062,465.23785400390625,29.731306076049805
2021-01-22,146.364501953125,21.587514877319336,468.81243896484375,30.24224090576172
2021-01-25,140.63491821289062,20.954824447631836,460.0135498046875,29.74892234802246
2021-01-26,142.59817504882812,21.14041519165039,465.6045227050781,28.88561248779297
2021-01-27,148.96885681152344,21.08135986328125,464.1380310058594,26.965192794799805
2021-01-28,151.05230712890625,21.174156188964844,473.8533630371094,28.5156192779541
2021-01-29,143.4395751953125,20.65956687927246,456.7140197753906,27.85492515563965
2021-02-01,141.8369140625,20.760799407958984,465.3295593261719,28.05754280090332
2021-02-02,143.88031005859375,21.089799880981445,481.0941162109375,29.467021942138672
2021-02-03,144.4813232421875,21.199464797973633,480.7275085449219,30.480087280273438
2021-02-04,145.24261474609375,21.66343879699707,481.2774963378906,31.871950149536133
2021-02-05,147.2058868408203,22.043054580688477,484.5769958496094,33.07882308959961
2021-02-08,146.00384521484375,21.9080810546875,483.8437805175781,33.7835693359375
2021-02-09,143.96044921875,21.849029541015625,492.184326171875,33.7835693359375
2021-02-10,142.11737060546875,21.63813018798828,485.31024169921875,34.49711608886719
2021-02-11,144.64161682128906,21.587514877319336,487.1432800292969,34.46188735961914
2021-02-12,144.12074279785156,21.688745498657227,485.12689208984375,33.74833679199219
2021-02-15,148.72842407226562,22.12741470336914,491.17608642578125,33.74833679199219
2021-02-16,148.48802185058594,21.874340057373047,494.7506103515625,34.409027099609375
2021-02-17,148.28770446777344,21.80685043334961,490.3512268066406,34.047855377197266
2021-02-18,150.69168090820312,21.96713638305664,489.4346008300781,33.466434478759766
2021-02-19,151.45297241210938,21.849029541015625,496.5836486816406,34.76139831542969
2021-02-22,152.25430297851562,21.958698272705078,497.5919494628906,36.0739860534668
2021-02-23,156.66168212890625,23.156599044799805,494.3840026855469,35.8008918762207
2021-02-24,158.02395629882812,22.768545150756836,488.33477783203125,36.725860595703125
2021-02-25,159.746826171875,23.28313636779785,486.6850891113281,37.36012649536133
2021-02-26,159.4663848876953,23.038496017456055,481.1857604980469,37.122283935546875
2021-03-01,162.1107940673828,23.44342041015625,492.27587890625,36.55848693847656
2021-03-02,161.06903076171875,23.71336555480957,494.2923583984375,37.280853271484375
2021-03-03,162.8319854736328,23.915828704833984,498.41680908203125,36.62016296386719
2021-03-04,164.5949249267578,23.257829666137695,489.343017578125,35.91541290283203
2021-03-05,162.2710418701172,23.36749839782715,479.5359802246094,36.91967010498047
2021-03-08,167.3195037841797,23.99175453186035,490.25958251953125,38.71675491333008
2021-03-09,171.40628051757812,24.514781951904297,495.57550048828125,38.197021484375
2021-03-10,171.9672393798828,24.810039520263672,506.8490295410156,37.85346221923828
2021-03-11,173.4897918701172,25.307758331298828,517.3892822265625,38.822471618652344
2021-03-12,176.29446411132812,25.358373641967773,516.3811645507812,39.29816818237305
2021-03-15,176.1342315673828,25.40055274963379,511.6150207519531,40.81336212158203
2021-03-16,179.01902770996094,24.94501495361328,513.5397338867188,39.474365234375
2021-03-17,177.33621215820312,24.548526763916016,520.780517578125,39.72101593017578
2021-03-18,174.85206604003906,24.168909072875977,519.0390625,39.95886993408203
2021-03-19,171.32618713378906,23.502471923828125,510.8818664550781,39.368648529052734
2021-03-22,169.4830780029297,23.080677032470703,510.14849853515625,38.46128845214844
2021-03-23,168.68173217773438,23.47716522216797,507.9488830566406,36.19729995727539
2021-03-24,165.4763946533203,23.595264434814453,507.2156066894531,35.8008918762207
2021-03-25,162.43130493164062,23.586828231811523,509.2320251464844,36.84038543701172
2021-03-26,164.5949249267578,23.814598083496094,508.5904846191406,36.82276916503906
2021-03-29,160.107421875,23.688058853149414,508.5904846191406,34.78782272338867
2021-03-30,162.99224853515625,23.915828704833984,525.6382446289062,36.0739860534668
2021-03-31,157.66336059570312,23.70493507385254,520.6888427734375,36.30302047729492
2021-04-01,156.59756469726562,23.87364959716797,523.9884643554688,36.144447326660156
2021-04-05,156.59756469726562,23.87364959716797,523.9884643554688,37.606788635253906
2021-04-06,160.94883728027344,23.97488021850586,528.6627807617188,37.756553649902344
2021-04-07,161.50978088378906,23.578393936157227,529.0294189453125,37.95915985107422
2021-04-08,159.6907196044922,23.544647216796875,537.1867065429688,38.20582580566406
2021-04-09,160.30776977539062,23.38436508178711,539.2030029296875,39.580074310302734
2021-04-12,158.6329803466797,23.19034194946289,540.4862060546875,40.09982681274414
2021-04-13,161.91046142578125,23.41811180114746,545.1605834960938,39.69458770751953
2021-04-14,163.1925811767578,23.460294723510742,560.7418212890625,40.01172637939453
2021-04-15,164.03399658203125,24.067678451538086,565.2327270507812,40.74288558959961
2021-04-16,167.1992645263672,23.97488021850586,577.4228515625,41.015987396240234
2021-04-19,166.07740783691406,24.287015914916992,572.7485961914062,39.8443489074707
2021-04-20,160.70843505859375,23.510908126831055,558.3582763671875,38.33795928955078
2021-04-21,163.55320739746094,24.067678451538086,576.1615600585938,39.580074310302734
2021-04-22,166.1575469970703,24.82691192626953,582.98779296875,39.782684326171875
2021-04-23,166.8386688232422,24.79316520690918,579.3901977539062,40.839786529541016
2021-04-26,168.88209533691406,24.691936492919922,577.2684326171875,40.50505065917969
2021-04-27,166.8386688232422,24.70037078857422,583.6334838867188,41.729530334472656
2021-04-28,166.43798828125,25.14747428894043,584.0946044921875,41.84404754638672
2021-04-29,168.68173217773438,25.454774856567383,586.400634765625,42.20522689819336
2021-04-30,167.3195037841797,25.284053802490234,577.6375732421875,42.152381896972656
2021-05-03,167.39959716796875,25.608428955078125,581.6962280273438,42.76021957397461
2021-05-04,166.07740783691406,25.70232582092285,570.9037475585938,42.284515380859375
2021-05-05,169.76358032226562,26.094985961914062,582.8031616210938,42.64569854736328
2021-05-06,168.72183227539062,26.581546783447266,576.807373046875,41.2274055480957
2021-05-07,169.68344116210938,26.274246215820312,582.4342041015625,43.271156311035156
2021-05-10,169.9639129638672,26.820558547973633,576.530517578125,41.421207427978516
2021-05-11,165.5164794921875,26.31692886352539,564.8154296875,40.97193145751953
2021-05-12,162.1107940673828,26.20595932006836,562.8782958984375,39.41270446777344
2021-05-13,162.1107940673828,26.171812057495117,568.2286376953125,39.91482925415039
2021-05-14,169.80360412597656,27.00835418701172,579.3901977539062,41.245018005371094
2021-05-17,169.88375854492188,27.580280303955078,575.6080932617188,41.729530334472656
2021-05-18,171.88711547851562,27.7766056060791,574.6856079101562,40.79574966430664
2021-05-19,170.24436950683594,27.38394546508789,571.0880737304688,39.280555725097656
2021-05-20,170.64503479003906,27.255903244018555,580.1280517578125,38.41725158691406
2021-05-21,171.40628051757812,27.665637969970703,582.6187133789062,37.78297805786133
2021-05-24,172.2076416015625,27.494911193847656,588.0610961914062,38.23225021362305
